ph 1 64   340.000   256.000   0.75294   0.92195 236.01920
ph 1 65   391.000   263.000   0.67263   0.88783 233.49929
ph 1 66   421.000   247.000   0.58670   0.86269 213.08443
ph 1 67   507.000   229.000   0.45168   0.81133 185.79457
ph 1 68   611.000   223.000   0.36498   0.74103 165.24969
ph 1 69   616.000   219.000   0.35552   0.64302 140.82138
ph 1 70   674.000   187.000   0.27745   0.53819 100.64153
ph 1 71   592.000   121.000   0.20439   0.52819  63.91099
ph 1 72   591.000   134.000   0.22673   0.53692  71.94728
ph 1 73   529.000    95.000   0.17958   0.42769  40.63055
ph 1 74   510.000    79.000   0.15490   0.49518  39.11922
ph 2 21     0.000     0.000   0.00000   0.00000   0.00000
ph 2 22     0.000     0.000   0.00000   0.00000   0.00000
ph 2 23     0.000     0.000   0.00000   0.00000   0.00000
ph 2 24    11.000    10.000   0.90909   0.65805   6.58050
ph 2 25    50.000    47.000   0.94000   0.73999  34.77953
ph 2 26    99.000    93.000   0.93939   0.85402  79.42386
ph 2 27   185.000   172.000   0.92973   0.91035 156.58020
ph 2 28   240.000   226.000   0.94167   0.92896 209.94496
ph 2 29   325.000   305.000   0.93846   0.92189 281.17645
ph 2 30   420.000   397.000   0.94524   0.92591 367.58627
ph 2 31   454.000   431.000   0.94934   0.92636 399.26116
ph 2 32   486.000   462.000   0.95062   0.92725 428.38950
ph 2 33   507.000   477.000   0.94083   0.93538 446.17626
ph 2 34   503.000   472.000   0.93837   0.93960 443.49120
ph 2 35   480.000   457.000   0.95208   0.94146 430.24722
ph 2 36   500.000   483.000   0.96600   0.92994 449.16102
ph 2 37   509.000   480.000   0.94303   0.91883 441.03840
ph 2 38   550.000   516.000   0.93818   0.95394 492.23304
ph 2 39   547.000   519.000   0.94881   0.93268 484.06092
ph 2 40   557.000   540.000   0.96948   0.94042 507.82680
ph 2 41   505.000   483.000   0.95644   0.94219 455.07777
ph 2 42   566.000   536.000   0.94700   0.93456 500.92416
ph 2 43   558.000   529.000   0.94803   0.94270 498.68830
ph 2 44   560.000   533.000   0.95179   0.93478 498.23774
ph 2 45   557.000   530.000   0.95153   0.93142 493.65260
ph 2 46   667.000   636.000   0.95352   0.93541 594.92076
ph 2 47   673.000   636.000   0.94502   0.94365 600.16140
ph 2 48   735.000   701.000   0.95374   0.94087 659.54987
ph 2 49   749.000   716.000   0.95594   0.95352 682.72032
ph 2 50   730.000   696.000   0.95342   0.93983 654.12168
ph 2 51   714.000   670.000   0.93838   0.94498 633.13660
ph 2 52   752.000   707.000   0.94016   0.94651 669.18257
ph 2 53   647.000   612.000   0.94590   0.93587 572.75244
ph 2 54   570.000   530.000   0.92982   0.93570 495.92100
ph 2 55   581.000   533.000   0.91738   0.92960 495.47680
ph 2 56   509.000   458.000   0.89980   0.93673 429.02234
ph 2 57   486.000   444.000   0.91358   0.92207 409.39908
ph 2 58   428.000   393.000   0.91822   0.93864 368.88552
ph 2 59   441.000   400.000   0.90703   0.90799 363.19600
ph 2 60   413.000   367.000   0.88862   0.91637 336.30779
ph 2 61   383.000   333.000   0.86945   0.92149 306.85617
ph 2 62   424.000   348.000   0.82075   0.89391 311.08068
ph 2 63   406.000   297.000   0.73153   0.89827 266.78619
ph 2 64   331.000   218.000   0.65861   0.88312 192.52016
ph 2 65   379.000   200.000   0.52770   0.79472 158.94400
ph 2 66   433.000   210.000   0.48499   0.77305 162.34050
ph 2 67   451.000   138.000   0.30599   0.73741 101.76258
ph 2 68   520.000   123.000   0.23654   0.62258  76.57734
ph 2 69   513.000   106.000   0.20663   0.59939  63.53534
ph 2 70   429.000    80.000   0.18648   0.41289  33.03120
ph 2 71   401.000    61.000   0.15212   0.50859  31.02399
ph 2 72   385.000    50.000   0.12987   0.36795  18.39750
ph 2 73   314.000    39.000   0.12420   0.34111  13.30329
ph 2 74   309.000    31.000   0.10032   0.39988  12.39628
py 1 23     0.000     0.000   0.00000   0.00000   0.00000
py 1 24     1.000     1.000   1.00000   0.24030   0.24030
py 1 25     5.000     5.000   1.00000   0.83090   4.15450
py 1 26    20.000    19.000   0.95000   0.85705  16.28395
py 1 27    18.000    16.000   0.88889   0.70469  11.27504
py 1 28    29.000    26.000   0.89655   0.91827  23.87502
py 1 29    56.000    51.000   0.91071   0.93324  47.59524
py 1 30    60.000    59.000   0.98333   0.98646  58.20114
py 1 31    64.000    62.000   0.96875   0.95790  59.38980
py 1 32    79.000    78.000   0.98734   0.95589  74.55942
py 1 33    85.000    82.000   0.96471   0.97790  80.18780
py 1 34    77.000    75.000   0.97403   0.95293  71.46975
py 1 35    78.000    76.000   0.97436   0.98618  74.94968
py 1 36    78.000    76.000   0.97436   0.99149  75.35324
py 1 37    86.000    83.000   0.96512   0.98215  81.51845
py 1 38   106.000    98.000   0.92453   0.93263  91.39774
py 1 39   103.000    99.000   0.96117   0.97033  96.06267
py 1 40   102.000    97.000   0.95098   0.96075  93.19275
py 1 41   120.000   115.000   0.95833   0.97672 112.32280
py 1 42   117.000   116.000   0.99145   0.97660 113.28560
py 1 43   131.000   130.000   0.99237   0.96187 125.04310
py 1 44   141.000   139.000   0.98582   0.95267 132.42113
py 1 45   143.000   139.000   0.97203   0.98839 137.38621
py 1 46   149.000   144.000   0.96644   0.97531 140.44464
py 1 47   172.000   168.000   0.97674   0.96920 162.82560
py 1 48   172.000   163.000   0.94767   0.96185 156.78155
py 1 49   178.000   172.000   0.96629   0.95493 164.24796
py 1 50   232.000   222.000   0.95690   0.94952 210.79344
py 1 51   195.000   188.000   0.96410   0.98424 185.03712
py 1 52   199.000   194.000   0.97487   0.97345 188.84930
py 1 53   222.000   215.000   0.96847   0.97762 210.18830
py 1 54   251.000   233.000   0.92829   0.96316 224.41628
py 1 55   300.000   286.000   0.95333   0.96009 274.58574
py 1 56   268.000   250.000   0.93284   0.96233 240.58250
py 1 57   288.000   269.000   0.93403   0.96975 260.86275
py 1 58   254.000   234.000   0.92126   0.95021 222.34914
py 1 59   246.000   230.000   0.93496   0.96764 222.55720
py 1 60   231.000   211.000   0.91342   0.97235 205.16585
py 1 61   255.000   229.000   0.89804   0.96270 220.45830
py 1 62   251.000   202.000   0.80478   0.93440 188.74880
py 1 63   264.000   191.000   0.72348   0.90583 173.01353
